equipment_id,equipment_type,location,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b'N\n`9\xff{B\xff\xaf-#I\xf1\x16\xaa\x1e',Boiler,Building B,695,5184.87,88.91,3.19,16.04,84.48,1,0,0.31,Low,0
b'IZ\x16\xf6d`CY\x87\xd3\xb9\xe9\xf3i\xe2\xc9',Pump,Warehouse 2,1678,4778.31,63.51,1.87,20.86,86.37,3,0,1.3,Medium,0
"b'I)\xd0,U\xd4J \x80\x99\xc1\x83kwW\x0f'",Pump,Warehouse 1,877,6095.16,79.34,1.94,24.49,86.45,0,1,4.16,Low,0
b'kT[!*&O\x05\xb7R\xaf\xaf\x18F\xc4\xc5',Boiler,Building B,1273,5435.98,49.68,4.02,20.63,70.34,3,0,8.09,Low,0
b'\xec\x0f\xb2\x12\x8fCF\x8c\xb4\xc8m}{\x86{\xbe',HVAC,Warehouse 2,1253,4325.07,70.97,5.99,15.84,52.86,0,0,1.83,Low,0
b'H\x9a\xddO\x86xH\xb0\xa7\xc9\x18\x03\xbfi\x05u',Generator,Warehouse 2,1503,4765.67,83.07,2.56,12.75,32.9,3,0,3.22,Low,0
b'C\x9f\x8e\xd6pz@{\xb1\x02\xd2\xe3\xe6\x1bD\xe9',HVAC,Building B,1319,6269.17,77.13,4.86,22.87,65.91,2,1,1.86,Low,0
b'\xcf\xfc\xd0|D\xbfD\xc2\x82\xc6:\x874V2\xd8',Generator,Building B,1461,5573.74,62.24,1.07,21.46,33.58,3,0,2.2,Medium,0
b'\x92\xf5`\xdaG\x03D\x0b\x90\xacd0\xe0\xfc\xfc\xb5',HVAC,Warehouse 1,1185,4888.49,66.95,2.42,17.93,42.14,1,1,1.01,Low,0
b'n6\xab\xf2\xdb\xb2Ck\x9d\xe8q\x8e\x85\x0b\x10H',Pump,Building C,1028,2070.55,95.53,4.63,18.12,38.72,1,0,0.15,Low,0
b'+^\xa1G\x1e9D\x10\x84\xf6_X\xd4\x99k\xf4',HVAC,Building A,1395,6695.72,93.97,3.24,25.12,87.59,0,0,0.21,Low,0
b'\x8e-\x8e\xcb\xb3\xc6J\x9e\xae\xd4<i<\xfc\x84 ',Pump,Building B,756,7103.67,80.96,2.27,24.1,34.63,0,1,0.27,Low,0
b'lqN\x86\x83\xe1F\x97\x8e>\xdfp\xa0e\x8aL',Boiler,Warehouse 1,797,5052.26,64.39,1.92,13.58,89.37,2,1,0.96,Low,0
b'lT\x1a\xf2Z\xaeCb\x83$\x8d\xb8\xa4$7O',HVAC,Building C,1525,4210.65,76.02,1.33,28.85,59.38,1,1,0.82,Medium,0
b'\xef\xb8!;\xae\xc6@\xeb\x98\x80Y\x05\x8e\x8dT\xf4',Generator,Building B,1685,5110.39,80.07,1.63,25.67,53.59,1,1,0.39,Low,0
b'\xc1\x16\xc1\xec;<G\xac\x94-\xc3\x1f\xb1]\xd5~',Generator,Building A,1201,5620.75,85.4,0.89,33.23,85.35,0,0,0.66,Low,0
b'5P\xdb\xbc \x99H\x1d\x8b\xd7\x05\xae\xc6\r\x90\xe5',Elevator,Building B,893,6180.64,68.73,3.07,20.26,43.48,1,0,7.65,Low,0
b'S\x95\x02\x1c=\x8cD\xdc\xa1I\xece\xb5w9\x1b',Pump,Warehouse 1,1111,5500.24,69.66,4.83,15.62,55.2,4,1,2.36,Low,0
b'\xb5\x9d\x12\xc9J\nE>\x81u\xba\x0bKD\xbb\x1d',Pump,Building C,1553,4749.81,64.3,-0.32,25.52,61.18,1,1,2.25,Low,0
b'\xb8\xd2T\x9a\xeb\xa0H]\x9ajP\xf7\x11\xeb\t\x01',Generator,Warehouse 2,1735,3998.94,72.16,5.05,14.16,59.03,1,0,1.8,Medium,0
"b't\xee\xb7sH""@\xfc\xa0\xdda\x1bii\x9e\xdd'",Boiler,Warehouse 1,408,3819.72,77.64,6.85,13.21,64.22,0,0,2.71,Medium,0
"b""RG'\x8e\x1f\xdcG\t\xbcz\xc0\t\xe9\x13\xdaU""",Boiler,Warehouse 1,415,4950.97,73.4,3.5,27.26,45.67,4,0,1.34,Low,0
b'\xcb\r\xd4\x87\xa9rM\xfe\xbf\x7fW\r\xc3g\xce\x07',HVAC,Warehouse 1,507,4601.86,68.88,5.71,12.63,60.82,1,0,1.37,Low,0
b'\x16\xab\xac\x9bB\xecA\xbf\xb6x\x12\x10\xcd<\xdb\x0e',Pump,Building B,439,5993.93,65.92,3.1,18.2,86.49,0,0,1.28,Low,0
b'\xf4=?*\xe8zO\xbb\xb2\xef\xba3k\x0f\x8d\x8f',Pump,Building A,382,5232.79,67.43,-0.28,25.97,61.28,1,1,0.05,Low,0
"b""'\xcf\xb3s\xb2}J\xc8\x81)\xe4FWEm\x08""",HVAC,Building A,1258,5229.07,85.74,3.34,24.52,78.61,3,1,0.4,Low,1
"b""\xf7C\xd1\xce\xffkK{\x92\x06\x10'(Mp\xad""",HVAC,Warehouse 2,967,4168.05,68.62,1.78,14.67,63.31,2,1,0.17,Low,0
b'\xcb\x8aEh/4AE\x813T\xcf[\xc7\t\xee',Boiler,Warehouse 2,974,3510.85,75.94,1.92,12.18,78.71,0,0,2.1,Low,0
"b""n\xf9\xf0\x1f\x11UM\xdc\x91\x81\xbax'\x05\x13\xc0""",HVAC,Building C,559,6068.38,81.04,6.46,12.6,69.78,4,1,4.24,Low,1
b'E\x11\x11\xd8q\x1bI\xbe\xb1C\x8fCc\x87`\xbe',Pump,Warehouse 2,936,4723.36,79.51,2.29,18.17,81.55,2,1,2.84,Low,0
b'\x05\xefN\xc2-\x1dE\xcc\x9a#Y\x94\xe3\xd6PQ',Boiler,Warehouse 1,1768,4220.15,85.82,0.98,17.92,88.59,2,0,3.05,Low,0
b'\n@\x86\x12\x01\x1fB\xac\x96\xf6\x01\xf7\x98=\xd0\x9f',Pump,Building C,515,5760.12,85.54,2.86,22.08,37.84,3,1,1.4,Low,1
b'\xc9c\x89\xed\x85\xdaMa\xbeB(\x93\x90\x13vK',Pump,Building A,405,4312.77,57.21,4.94,23.82,43.93,1,1,0.44,Medium,0
b'\xfa\xeb\xf9\xcd)\xfa@~\x8eDu\xaf\xc9\x0eK\xf1',Generator,Building C,761,5109.41,75.76,5.01,16.54,83.82,1,0,6.26,Low,0
b'\xd2Ia\xbf\xb0pAv\xb7\xc4v\x01\xe3\x88\nN',Pump,Warehouse 1,716,3491.81,63.43,2.97,16.36,36.54,1,0,3.31,Low,0
b'\xd7\xf1f\xff\x14\x02D\x1d\x93\x85\x84\xf5\x1d\xd5\xb6\xa1',Boiler,Warehouse 1,1627,4622.66,82.17,2.15,22.12,71.42,2,0,1.39,Low,0
b'W\x86\x1b\xeb\xad\xb2E:\xb2D\xeb\x00\xba;\xcfj',Elevator,Building A,1461,5160.49,97.13,2.46,16.36,78.14,1,0,6.09,Low,0
b'\x12\x99;\x1a\xd1DJ\xcb\x93\x99Lj1\xb8\xa9\xd6',Pump,Warehouse 2,1246,6192.74,62.42,4.1,22.95,86.74,2,0,2.44,Low,0
b'zB\x9c.z\x80M\xf7\x90\xe6\xac\x85\xaf\x8b\x96\xa1',Boiler,Warehouse 1,1566,5845.53,86.51,3.83,18.16,40.13,0,1,2.53,Low,0
b'\xaam\xf9L\x1b!A\xf4\x80\xd5\x9b.\x98\xef\x08\xf8',Generator,Building A,1409,6191.71,74.16,1.32,18.03,80.19,1,0,2.55,Medium,0
b'\x92x\xdb\xe2\x8b\x97F\xa5\x8f}\x85Z8\xd6\x84a',Elevator,Building B,1432,7485.19,77.65,4.91,19.24,79.77,1,0,3.65,Low,0
b'Rs\xea\xff\xdd\xf0GP\xa6#\x98\t\x995\xb3\xee',Elevator,Building B,947,6218.19,85.57,4.31,18.42,73.52,0,1,1.05,Medium,0
b'\x9d9C\xe1B\xedNC\x980\xaa\x1f\xb5Sy\x17',Generator,Warehouse 1,518,5072.72,76.87,0.92,23.97,44.93,2,1,1.0,Low,0
"b'K""\xceB\x9abM\xd4\xaa\x1f\x17S{\xd7\xc4\x98'",Generator,Warehouse 2,622,5424.07,75.39,0.85,13.42,50.65,2,0,1.41,Low,0
b'\x1f\n?\xe20\xbdK\xfe\x9a\x08\xd3\x0c\xe1\x00\xf2\xbc',Generator,Warehouse 2,880,3862.26,75.24,3.32,17.19,65.72,1,0,3.07,Low,0
b'\xcfv\xf8\xbap\x14L\xcf\xbf\x1b9[\xa6w\x89[',Generator,Building C,890,5510.23,70.15,1.51,29.14,57.48,1,1,1.44,Low,0
b'\x1d{5B\x9c\x85H\x15\x86\x89\x95B\x9c\x19\xe84',Boiler,Building B,512,5896.59,58.28,3.0,20.11,85.24,1,1,0.46,Medium,0
b'l\xf9S\xc5\xf56M\x88\x98\x03\x98\xdeS\xc7\xe7o',HVAC,Warehouse 1,369,3590.89,70.91,3.72,23.4,40.07,0,1,0.14,Low,0
b'\xbc\x8c]\x80\xef\xa7O\x05\x952c`H5\x17|',HVAC,Warehouse 2,791,5321.68,76.68,1.51,19.09,60.74,1,1,1.94,Medium,0
b'\x80z\xebd\xf3GG\xf0\x83\x98\x81\xcaG$\xf4\xf9',Elevator,Warehouse 2,893,4414.07,78.29,4.88,17.76,50.47,2,1,3.95,Medium,0
b'\xf5\x82uu\xd2_H4\xa6<4[ZSt\xe0',Boiler,Building B,1396,4787.57,90.04,2.98,21.48,89.21,1,0,1.55,High,0
b'C\x86\xfb\x9e\x89\x98H\xbe\x98\xb6j\xa4A\xf1\x8f\xc1',Generator,Building A,1501,5288.41,69.37,0.87,17.41,79.13,2,1,0.74,Medium,0
b'3\x00w&!HD\xfe\xb4\xf7\\\xae\x1bc\x19X',Generator,Building C,1445,4218.0,67.4,0.34,22.36,55.04,3,1,0.8,Low,0
b'\x81|\xddE\x1a;M|\x82\x02\xd5\x85\xfc\ru\x10',Boiler,Warehouse 2,446,4849.68,71.73,1.44,14.14,39.86,1,0,2.02,Medium,0
b'\x97\x1d\xe8V\xfb\xa1M\xf3\xa3\x80T\xfa\x88?5\x01',Pump,Warehouse 2,1389,5181.06,88.03,3.88,17.94,40.13,1,0,1.43,High,0
b'6\xfb@G/4F\x8b\x8b\xbd\xde\x9cE6\xff\xd9',Generator,Warehouse 1,384,4835.66,77.12,1.51,14.92,52.62,1,0,0.35,Low,0
b'\xdf\xa9\xc8N\xd8\xf8H\xaf\xb1e\xbf\\\xdc\xd6\xe6\xda',Elevator,Building A,1113,4107.21,80.14,3.05,10.16,77.79,2,1,1.58,Medium,0
b'\xac);j\x9a\xbfK\x1a\xbf\x97?U@\x07\x89\xc4',HVAC,Warehouse 1,1426,4779.36,67.58,2.24,19.53,46.44,3,0,0.39,Low,0
b'\x1c\xce\xc3\xbdR\xb7IT\xbas\\\xc4+/\xe3\x04',HVAC,Building B,928,5557.3,73.66,3.61,17.25,36.52,3,1,1.98,High,0
"b""\x1c\xc5\xa9\x9cKpOw\x84h\xc0m'\x90\xd0'""",Pump,Building A,1770,4619.59,71.69,3.42,24.31,78.5,0,0,0.82,Medium,0
b'xg4G\x81MLy\xa2p*sf\x91\xec\x84',Boiler,Building B,1799,6036.09,60.77,1.54,18.01,65.79,2,0,0.44,Medium,0
"b""U\xe8\xd5'.\xe9L\xd2\x89\xc9\xc9}.\xeb\xe8s""",Generator,Building C,1637,4218.7,64.75,4.77,28.37,71.76,2,1,1.27,Low,0
b'\xaa\xdd\xe3H\xd0~J\xb0\x9d\xe4\x04\x08\x17\xa7\xa4\x19',HVAC,Building C,440,4475.34,79.94,4.94,14.46,31.52,1,1,0.11,Low,0
b'7j\xb5vw\x18K\xaa\xbdG\xfc\xdf\x11\xc1jZ',Elevator,Building C,371,3604.21,80.91,1.91,19.02,38.83,1,0,4.83,High,0
b'\xa9\xae\x8c\xcf\xda\xe6C\xa9\x9bWN\xa1\xb5\xd7w\x88',Pump,Building A,1492,4992.96,72.84,2.44,16.36,85.56,0,0,6.75,Medium,0
"b""h\xa6\x03\xc6\xd0/DY\xbe{\xcc\x84G\xe8\xe1'""",Boiler,Warehouse 2,1578,5662.73,66.93,4.51,20.61,63.24,1,1,0.36,Medium,0
b'qU\xbe\xdc\xbd[H\x15\x86nG\x92>8*\xd2',Generator,Warehouse 2,915,4753.76,80.96,4.99,16.74,50.33,4,0,0.59,Medium,0
b'^{\tE\x1f\x8aG\xd6\x86\xc52\x04s\x8f\xbf\\',HVAC,Building A,818,3467.3,73.04,3.45,20.88,55.43,2,0,1.34,Low,0
b'sz<\x1f\x03\xabK\x13\xa0D\xd5\x14\xb9u.\xfd',Pump,Building B,1525,5698.32,72.47,5.27,21.99,78.71,1,1,3.77,Low,0
b'*\x9e\x16\xab\x9d\xe1MN\x96\xa7\xd6\x95\x16\xa9\x89\x08',HVAC,Warehouse 2,1431,6193.64,69.45,3.24,22.86,74.5,3,1,1.03,Medium,0
b'\x8e\x9d\xedH\xa7\xeaLQ\xa5\xac\xb07\xe3d\x964',HVAC,Warehouse 2,776,4445.66,94.4,1.89,26.46,68.08,0,0,2.77,Low,0
b'\n\xdf\x19\xae\x80\xb0G\xd8\x8e\x16\xc5\xa5\xca1\x83)',Boiler,Building B,689,3584.73,77.19,4.51,15.78,58.96,0,1,6.84,Medium,0
b'\x05m\xb7\xa5\xaf\xe0It\x9e\x1d|7\x86\xee@+',Generator,Building B,1768,4115.84,49.12,3.09,24.75,72.44,1,1,0.26,Low,0
"b""\xb5Xp\xab\xd8OHY\x85t\xb2\xba'\x06\x86\xed""",HVAC,Building A,844,5752.68,63.13,3.27,26.07,39.19,5,1,0.84,Low,0
b'\x95\x99\x87Bs\x8eM\x0f\x97\xba\x06i\xd4x\xf0\x99',HVAC,Warehouse 2,1716,4428.63,76.97,4.51,17.25,65.84,1,0,3.86,Low,0
"b'\x1b\xc5\xfb\xb1\x8c\xa7Je\xa1\x0c\xcac\x08\xe2""j'",Generator,Building C,1147,5853.42,71.31,3.15,19.28,80.85,0,0,1.13,Medium,0
b'\x16\xc0\xfc\x9c\xca\x13A\x94\xa1\xc0\x0e\xf2\xf70\xc2.',Generator,Building C,1203,5515.29,66.66,6.28,22.85,41.79,0,0,0.08,Medium,0
"b""\xfd\xf3w&\xf2lIS\xbdF\xce\xa0*\x03'{""",Elevator,Building C,1303,5630.15,56.23,3.62,24.4,56.12,4,0,0.11,Low,0
b'9\x04\xa2\xbe\xf4YM\xb3\xb1z\xd8\x89\x89\x10K\xd5',Generator,Building B,1659,4391.77,78.63,3.47,10.55,63.86,1,1,0.96,Medium,0
b'\x19D>KznA?\x82\\\x06\xcd?\xa26\x86',Pump,Warehouse 1,878,5347.56,75.87,3.53,20.96,75.73,1,0,2.2,Medium,0
b'\x0f\xba~\x1e\xf9_M\xab\x81A`\xcb\x86\xf6\x8f\xca',HVAC,Building B,1674,6362.56,91.41,7.73,14.38,50.07,1,1,3.27,Low,1
b'\x1fC\x9d\x8c\xbaxJ\x12\x96\xab\x02\xb8\x82\n:5',Pump,Building C,932,6923.45,67.25,0.47,17.64,63.49,3,1,0.79,High,0
b'\x00N\x98\xd2H\x12M\xd5\xa7\t\xaf\x93%{\x8d\x17',HVAC,Warehouse 1,1182,2922.19,71.8,5.47,21.8,59.1,0,0,7.18,Medium,0
b'\xfae\x8cM>\x7fH\xf3\x91~IDvv\xee{',Boiler,Warehouse 2,768,7390.77,78.77,2.85,12.02,55.75,0,0,0.22,Low,0
b'\xe0\xa4z\x02\x08\x14M[\xbd.?(%7\x14\x01',Elevator,Warehouse 1,1320,4511.73,81.33,3.03,12.97,76.12,0,0,1.72,Medium,0
b'\xc0\xaa\x14k[@M\xc8\xaa@\x17T\xae9\xb5\x0c',Boiler,Warehouse 2,1745,6177.54,72.87,2.22,12.1,32.4,2,1,0.81,Medium,0
b'\xc4R\x14\x98\x87)A\xbd\x9b@\x89\xaa\xdc\xbe\x12\x9f',Elevator,Building A,728,4321.36,71.82,1.83,18.7,76.0,5,1,1.99,Low,0
"b'\x8e_H7\xa8q@\t\xa8\x07cb""\x05\xf4h'",Elevator,Warehouse 2,886,3848.85,46.61,1.79,24.78,49.08,1,0,1.33,Low,0
b'\xab\xfa\x00K+WE\xf4\x9b\xfcUz\xd6Q2\xa8',Boiler,Warehouse 1,1697,5204.76,82.66,0.58,21.5,50.6,3,0,0.03,High,0
b'\x9bD\x90A\xa6\x94H7\x93\x0f\xb1~\x7fu\x10I',HVAC,Building A,1236,4895.66,78.93,1.89,20.91,70.99,2,0,1.74,Medium,0
"b'\x1a\x04\xa5\xef""\x9bH\xf5\x9f\xe8\x0f\x04\xa8i\xd4\xe5'",Boiler,Warehouse 2,894,4498.75,89.27,3.49,24.2,83.95,1,0,0.74,Medium,0
"b""M\x92\x1f\xa4r\nI?\x8a\x12\x7f\x95'\xa7\x0e]""",Pump,Building C,1295,5763.7,86.27,1.63,17.12,75.39,1,1,1.92,Low,0
b'\xda\xdd\x83\xa9WDF\xda\x9f\xf0\x17\x99\xe45\xedi',Boiler,Warehouse 2,1134,4907.02,72.54,1.24,19.48,89.08,0,0,0.28,Low,0
b'!X=\x1e\xc3WH\x82\x8f\x99\xba\xda\x8bqp[',Elevator,Building A,1327,5633.66,68.02,5.52,10.44,31.26,0,1,1.18,Medium,0
b'\xbe\xbd\x94\xe0\x05sI4\xb3\xe4\xcc\xd2\xf4\x1d\xd0\xcf',HVAC,Building B,1106,5079.5,75.65,3.12,15.7,84.79,2,0,5.48,Low,0
b'\x8bR\xdd*\xcd\xbbH\xb5\x80\x96\xdbs\x93\xfa\x12\xf3',Elevator,Building B,1649,3901.38,89.21,2.83,21.11,49.93,3,1,3.2,Medium,1
b'o\xda3\nl\xabBU\xa7\xb7\x139T_E]',Elevator,Building C,1668,4867.83,75.72,0.75,16.11,48.27,4,0,3.24,Medium,0
b'QH\x89I\x7f\x99Ch\xb3Y\x18p\x9b\xe3\xf8\xaa',Pump,Warehouse 1,864,6054.86,73.13,1.99,14.53,75.37,2,1,2.71,Low,0
b'\x85\x1b\xde\x0c7\xcbG3\xbc\xcbd\x82\xe0\x0f\x11Z',HVAC,Warehouse 2,460,4757.3,56.1,2.32,14.8,54.0,0,0,1.75,Medium,0
b'\xbf\xaf\x0c\xc7\xf3\x03F\x89\x81\x06S\x10\xa6\xb8PJ',Elevator,Building B,1674,6684.35,85.0,5.55,16.6,54.64,1,1,2.35,Low,0
b'A\x91\xd6p|\xa5A\x8a\xb3\xbd\xd0\x1dl\xb3J\xff',Boiler,Building B,1426,4718.2,75.98,3.23,19.79,55.24,3,1,3.2,Medium,0
b'\x9f\x1f\xa9x\x86LJ~\xaf\xc1\xc0y\xb3\xf0\xb5A',Elevator,Warehouse 1,945,4869.26,86.05,-0.54,17.43,88.0,1,1,3.97,Medium,0
b'D\xcaQ\x1d\x89\x87J\xff\x8f\x93\xee\x1c\x12\xe4-\xf0',Boiler,Building C,786,4234.19,74.65,-0.3,26.6,82.66,0,0,3.5,Low,0
b'pH\xdfx\xcd9D}\x855\x08\x91\xebz\xae\x1b',Generator,Building C,480,4350.17,75.84,3.02,22.4,47.45,2,1,0.43,Medium,0
b'b{\xdaaa\x8dO\xee\x97\x87V\xeb \xdd\xff\xd1',Generator,Warehouse 2,1124,4607.06,67.79,2.77,27.54,43.65,0,1,0.81,Medium,0
"b'\xcc\xacS\xbc,\x8aG\xd8\x9d\xd5\xc4x&\x1c\xaew'",Pump,Building A,1062,4824.62,79.92,2.99,21.53,40.75,4,0,0.2,Medium,0
b'\xd6\xae{Q\xc9sOx\xa9\x96\x83\xde\xd5`\n\xe7',Elevator,Building C,730,4027.85,84.82,2.85,14.46,66.35,1,1,3.06,Low,0
b'\x82\xc4\x99\x05]yN8\x9an\x86T\xe8\x88\x90\x1b',HVAC,Building C,1527,4840.08,84.37,0.44,33.19,53.35,3,1,5.23,Low,0
b'^0\x85\x98?\x04H\xe6\x9d\xc8\x93X\xff\x16\xb1\xf2',Boiler,Building B,741,5010.88,80.61,0.39,18.14,87.53,0,1,1.73,Medium,0
b'\xd8\xff\xcdjT@G9\x96\xd0\x1c$U\x1d)\x9a',HVAC,Warehouse 1,1259,4014.46,65.3,3.17,16.87,34.95,0,0,1.16,Low,0
b'%G\xe2\xf6\xbd\xc9Ka\x97aU\xccB\xb2c\x96',Generator,Building B,919,3295.13,75.74,2.13,18.71,48.19,3,0,4.81,High,0
b'm)\xd9>\xba\xe7B\xd5\xabTO9$\x14\x14\xc1',Generator,Warehouse 2,1027,4679.54,75.25,2.49,11.79,71.57,2,1,1.55,Low,0
b'\x05\xe1\x14\x1b\xad\x98J\xd5\xbb\xa0:\x8f\xa0\x1d\x90\xe9',HVAC,Building B,420,2608.04,83.45,2.99,25.89,66.19,1,1,2.37,Low,0
b'\xbf\x81\x92J\xff\xa0@\x1d\x92Xrg\x93(o\x88',Generator,Warehouse 2,1439,5276.58,75.09,0.64,26.78,76.33,0,0,0.97,Low,0
b'(\x84-)\xd7\xbd@\xc4\xbe\x0f\xa0\xa4\xc2\xbe\x1e\x9f',Elevator,Building A,1601,4148.84,55.9,2.87,27.55,77.64,1,1,3.32,Low,0
b':i[4\xe3\xf4M\xea\xb4\xee\xe0\xdf\xfb\x83\x80`',Boiler,Warehouse 2,1302,4240.49,67.79,0.42,20.16,30.55,2,0,6.82,High,0
"b'M\xba""\x0c\xfb\xe8N""\x88-\xcf\xef\x97\x93H\xb2'",Boiler,Building A,677,6075.34,77.11,3.31,14.54,82.08,2,1,0.19,Low,0
b'\x14f\x01y%\xf8L\x19\x89\xaf\x82\xc6\xd2^\x08\xdf',Elevator,Building B,857,2738.71,65.98,2.43,22.73,88.0,2,0,4.52,High,0
b'\xa1l\xd0\x14\xf0A@\xd5\xb9e\xf9==\xcb\x05C',Boiler,Warehouse 2,1132,4940.17,79.94,3.44,10.02,71.27,1,0,0.11,Medium,0
b'\xb4n~\xa7{DJ\x85\xba\xf9\x95V\t\x90\xc6(',Pump,Building B,505,4867.86,69.76,0.96,14.6,59.46,1,0,0.74,Medium,0
b'\xc4DN\x9f=\tD\xf7\xa5\xa1#\xd0U{\x91r',Generator,Warehouse 1,488,4931.88,78.64,6.14,12.44,89.0,1,1,2.52,Low,0
b'\x8b\x84\x0b\xe0Q\xbdIm\xb9\x95gK\x81\xfbuF',Generator,Building A,495,4220.91,77.03,2.31,20.93,65.77,1,1,3.69,Low,0
b'\xa4C}\xba#\xb5N\xaa\xb1\xb8gT\xb4DT\xcf',Generator,Building B,1357,3515.94,72.92,4.81,12.36,62.69,0,0,0.68,High,0
b'\x0e\xe21\xa3O&O\x12\xb8\xda\x19\x90%\x8f\xab\x0c',Boiler,Warehouse 2,1814,4254.68,68.2,5.47,16.41,43.05,1,1,7.5,Medium,0
b'\xca\xf5\xcb#nrAI\x99v}\xb0-~\x16\xb3',Elevator,Warehouse 2,615,3862.82,66.07,5.3,20.16,81.5,2,0,0.75,Medium,0
b'\xd3\xc2\xc1\x03\xd5\xd5M\x96\xa0\x9ah0s\xccZ\x1e',Elevator,Building A,1155,5154.49,71.63,2.97,19.46,49.76,2,0,3.34,Low,0
b'\x8d\x11q\x1e\x89\xc5N\x93\x99:\xaa\xbc\xbcS\xed\x84',Generator,Warehouse 2,1722,4534.3,57.12,4.4,25.48,89.24,1,1,1.88,Low,0
"b""\x0e'R\xd7~\x87O \xa5\xd2\x11j\x82\x8f=\xdd""",Pump,Warehouse 1,1363,5422.11,90.57,2.7,11.16,50.03,3,0,1.46,Medium,1
b'b\xa9F%TUK\xf4\x8b\x90\xcd=[\x9f+\xc6',Boiler,Building A,721,3034.07,74.17,3.03,13.28,49.37,1,1,0.29,High,0
b'\x80\x81p\xdaC\xa8L\x86\xbfi8\xaa\x93\xbb\x14\xdb',HVAC,Building C,676,4397.04,78.18,3.97,22.91,76.07,0,1,2.07,Medium,0
"b'3\xf1\x04\xd6\x91\xa3E""\x9d\x05\xbbC&PeE'",Pump,Warehouse 1,1248,5276.6,86.95,2.11,30.49,61.72,0,0,2.04,Low,0
b'\xb0\xbe\xc6\xb1H3K\xf8\x915|\xe3\x1d\xf2AO',Elevator,Warehouse 1,662,4875.02,66.95,3.59,10.96,38.0,2,0,0.22,Low,0
b'R{\xb6\xa0 \x10N\x1d\x94kG\xb4\xb1\x9e\xda\xf0',Generator,Building A,1017,2628.34,95.42,3.44,16.12,82.08,2,0,0.24,Low,0
b'\nuj\xcf\x8d\x86Ah\x8eQ&\xa3\x8c\xb9\xa1\xc7',Boiler,Warehouse 1,1041,4593.76,68.83,3.86,19.25,66.62,2,0,2.66,Medium,0
b'\xf8\x94)\xf9G\xeaJq\x9f![\x93\xa6\xae_\xfb',Generator,Building B,1223,5839.66,61.42,1.65,15.18,85.84,0,0,2.39,Low,0
b'\xcd\x99\x12\x1a\xfaJO\xae\xa4\xbeW\x00\xe0\xa2<U',Elevator,Warehouse 2,606,5763.33,80.11,5.0,26.61,37.7,4,0,0.9,Medium,0
b'^\xc1\x1f\xbaJbAW\x8e\xaf\x06\xf5\xf7Z}\xb1',Boiler,Warehouse 1,884,5540.91,83.76,2.0,19.69,55.61,3,1,1.49,Low,0
b'\x97\x85b\xbf\xf5sD\x97\xb2F\x8f\xaa\xd5\xeet\x93',Boiler,Warehouse 1,436,4649.15,52.82,5.05,14.57,69.73,1,0,0.76,Low,0
b't\xf2\x1aA:]O\xcb\xb5\\\xdd\x016W!\x1e',HVAC,Building B,1361,5350.37,66.56,3.15,17.59,82.18,2,0,0.16,Low,0
"b'\xd2YN,\x8a}By\x9d\xdfk\xe7\x06+\xa2\x89'",Generator,Building C,425,5995.78,80.29,2.3,12.44,80.33,1,0,1.6,Medium,0
b'\xe2\xe0\x99\xde\x88\x9eI\xbb\xbb\xcf\x04\xc8Q\x9f\xd9\xac',Pump,Building C,599,4787.5,86.79,3.9,9.88,35.48,2,1,0.42,Low,0
b'\x81\xca\xf2\xb2\x14\x8fF4\xaa|6\x19\xa6N\xf7\x17',Generator,Building C,1114,6149.67,77.97,4.9,21.44,49.6,1,1,0.64,Medium,0
b'\x87^CW\tdG\x9e\xa9\xf6W\x9c\xa4\x16\x03\x9d',Elevator,Warehouse 2,1538,6188.6,93.49,4.26,25.81,42.35,1,0,0.28,Medium,0
b'\xe6\xfe/\x8f\xb2KK=\x80M\xc6\xad\xc8\xf7\xc2\x86',Boiler,Building A,639,5850.08,79.18,3.16,21.94,41.05,0,0,3.35,Low,0
"b'\\\xd3r\xa71BN\xe0\x90\x84\xe8b\xd82,p'",Boiler,Warehouse 2,1136,6867.22,87.43,4.06,24.9,80.07,0,1,2.75,Low,0
"b'\x18\x1eb-\x0b\x08L\xe0\x88c\xfd\xd0\xb6\xb4I,'",Boiler,Building C,1630,4538.83,82.57,0.91,25.27,87.48,0,1,1.73,Low,0
"b'\x9c\x1a\xfeY\xff\xebCf\x83\xa2\xe4\x0b,\tPc'",HVAC,Building B,587,5520.49,66.82,2.2,16.73,59.66,1,0,0.31,Low,0
"b""\x02\x1a\x04\xf5\xf4\xa2N\xa4\x85\x98\x91\xa0'8\xa5;""",Elevator,Warehouse 2,440,5003.88,91.22,1.15,23.38,39.41,3,1,1.19,High,1
b'\xb0w\xf1\x1a\xfa\x84B\xe3\x80\x05\xa1]c\xd9#\xe7',HVAC,Building B,713,5229.15,74.55,1.45,14.78,51.27,1,1,4.94,Low,0
b'H!Z@*\xc5E\xa3\xb0\xae\xb8\x89\xa3\x05l\xfa',Elevator,Warehouse 2,500,5497.15,72.06,3.44,16.29,84.42,0,1,6.9,Medium,0
b'u\xc2\xac\x96F\xd3C5\x88d&Z\x8a\x1c\xb2J',HVAC,Building C,1674,5657.76,74.3,1.22,25.29,41.3,1,1,0.31,Low,0
